File Name,Number of trades,Number of positive trades,Number of negative trades,Total profit,Total turnover
BANKNIFTY15MAR1825000CE_2018-03-15.csv,11,3,8,-59.25,6118.5
BANKNIFTY15MAR1825000PE_2018-03-15.csv,10,5,5,-11.25,51159.75
BANKNIFTY15MAR1825100PE_2018-03-15.csv,15,10,5,2486.25,104354.25
BANKNIFTY15MAR1825200PE_2018-03-15.csv,19,10,9,2945.25,186576.75
BANKNIFTY22MAR1823800PE_2018-03-16.csv,12,6,6,116.25,10745.25
BANKNIFTY22MAR1823900PE_2018-03-16.csv,14,6,8,81.75,15344.25
BANKNIFTY22MAR1824000PE_2018-03-16.csv,11,3,8,-149.25,16556.25
BANKNIFTY22MAR1824100PE_2018-03-16.csv,8,3,5,120.0,16191.0
BANKNIFTY22MAR1824200PE_2018-03-16.csv,9,5,4,329.25,18695.25
BANKNIFTY22MAR1824300PE_2018-03-16.csv,10,5,5,259.5,30063.0
BANKNIFTY22MAR1824400PE_2018-03-16.csv,9,4,5,169.5,35506.5
BANKNIFTY22MAR1824500PE_2018-03-16.csv,6,3,3,525.75,28622.25
BANKNIFTY22MAR1824600CE_2018-03-16.csv,7,4,3,986.25,63438.75
BANKNIFTY22MAR1824600PE_2018-03-16.csv,8,4,4,535.5,48865.5
BANKNIFTY22MAR1824700CE_2018-03-16.csv,6,3,3,-122.25,42398.25
BANKNIFTY22MAR1824700PE_2018-03-16.csv,8,4,4,580.5,59859.0
BANKNIFTY22MAR1824800CE_2018-03-16.csv,5,2,3,-98.25,29456.25
BANKNIFTY22MAR1824800PE_2018-03-16.csv,7,3,4,504.75,63486.75
BANKNIFTY22MAR1824900CE_2018-03-16.csv,8,3,5,-395.25,38013.0
BANKNIFTY22MAR1824900PE_2018-03-16.csv,10,4,6,564.0,97632.0
BANKNIFTY22MAR1825000CE_2018-03-16.csv,7,3,4,-246.75,26454.75
BANKNIFTY22MAR1825100CE_2018-03-16.csv,5,1,4,-321.75,14729.25
BANKNIFTY22MAR1825200CE_2018-03-16.csv,6,3,3,180.0,12190.5
BANKNIFTY22MAR1825300CE_2018-03-16.csv,7,2,5,-75.0,9678.0
BANKNIFTY22MAR1825400CE_2018-03-16.csv,9,4,5,-5.25,9321.0
BANKNIFTY22MAR1825500CE_2018-03-16.csv,10,3,7,-77.25,6432.75
BANKNIFTY22MAR1823600PE_2018-03-19.csv,11,4,7,-63.0,11554.5
BANKNIFTY22MAR1823700PE_2018-03-19.csv,15,7,8,-27.0,19414.5
BANKNIFTY22MAR1823800PE_2018-03-19.csv,13,4,9,-218.25,22824.0
BANKNIFTY22MAR1823900PE_2018-03-19.csv,11,3,8,-252.0,23733.0
BANKNIFTY22MAR1824000PE_2018-03-19.csv,10,4,6,50.25,29523.75
BANKNIFTY22MAR1824100PE_2018-03-19.csv,12,5,7,71.25,44813.25
BANKNIFTY22MAR1824200PE_2018-03-19.csv,12,5,7,95.25,54376.5
BANKNIFTY22MAR1824300CE_2018-03-19.csv,13,2,11,-2409.0,103950.0
BANKNIFTY22MAR1824300PE_2018-03-19.csv,12,4,8,-144.75,67347.75
BANKNIFTY22MAR1824400CE_2018-03-19.csv,10,2,8,-1198.5,64642.5
BANKNIFTY22MAR1824400PE_2018-03-19.csv,10,3,7,-648.0,70741.5
BANKNIFTY22MAR1824500CE_2018-03-19.csv,9,4,5,-408.0,47951.25
BANKNIFTY22MAR1824500PE_2018-03-19.csv,7,3,4,168.0,64233.0
BANKNIFTY22MAR1824600CE_2018-03-19.csv,12,4,8,-789.0,45568.5
BANKNIFTY22MAR1824600PE_2018-03-19.csv,9,3,6,-603.0,90102.0
BANKNIFTY22MAR1824700CE_2018-03-19.csv,13,5,8,-384.0,38241.75
BANKNIFTY22MAR1824700PE_2018-03-19.csv,7,3,4,69.75,90168.75
BANKNIFTY22MAR1824800CE_2018-03-19.csv,12,3,9,-583.5,22501.5
BANKNIFTY22MAR1824900CE_2018-03-19.csv,14,4,10,-344.25,19332.75
BANKNIFTY22MAR1825000CE_2018-03-19.csv,7,0,7,-324.75,7430.25
BANKNIFTY22MAR1825100CE_2018-03-19.csv,13,4,9,-198.0,9563.25
BANKNIFTY22MAR1825200CE_2018-03-19.csv,12,3,9,-153.75,6141.75
BANKNIFTY22MAR1823500PE_2018-03-20.csv,16,8,8,141.75,8781.75
BANKNIFTY22MAR1823600PE_2018-03-20.csv,18,8,10,88.5,13257.0
BANKNIFTY22MAR1823700PE_2018-03-20.csv,14,6,8,101.25,15225.75
BANKNIFTY22MAR1823800PE_2018-03-20.csv,14,6,8,-15.75,20208.75
BANKNIFTY22MAR1823900PE_2018-03-20.csv,16,8,8,309.0,32236.5
BANKNIFTY22MAR1824000PE_2018-03-20.csv,11,7,4,637.5,29358.0
BANKNIFTY22MAR1824100CE_2018-03-20.csv,8,3,5,45.0,68025.0
BANKNIFTY22MAR1824100PE_2018-03-20.csv,13,7,6,701.25,48339.0
BANKNIFTY22MAR1824200CE_2018-03-20.csv,8,3,5,-217.5,49590.0
BANKNIFTY22MAR1824200PE_2018-03-20.csv,9,5,4,730.5,44256.0
BANKNIFTY22MAR1824300CE_2018-03-20.csv,8,3,5,-195.0,37261.5
BANKNIFTY22MAR1824300PE_2018-03-20.csv,9,3,6,-558.75,55845.75
BANKNIFTY22MAR1824400CE_2018-03-20.csv,10,4,6,-245.25,30894.75
BANKNIFTY22MAR1824400PE_2018-03-20.csv,9,2,7,-845.25,67067.25
BANKNIFTY22MAR1824500CE_2018-03-20.csv,7,3,4,72.0,18285.0
BANKNIFTY22MAR1824500PE_2018-03-20.csv,10,4,6,-92.25,96533.25
BANKNIFTY22MAR1824600CE_2018-03-20.csv,10,3,7,-251.25,15983.25
BANKNIFTY22MAR1824700CE_2018-03-20.csv,13,7,6,236.25,14363.25
BANKNIFTY22MAR1824800CE_2018-03-20.csv,10,5,5,159.75,7086.0
BANKNIFTY22MAR1823900PE_2018-03-21.csv,7,4,3,75.0,3397.5
BANKNIFTY22MAR1824000PE_2018-03-21.csv,9,3,6,-27.0,7258.5
BANKNIFTY22MAR1824100CE_2018-03-21.csv,11,2,9,-1751.25,91451.25
BANKNIFTY22MAR1824100PE_2018-03-21.csv,9,5,4,221.25,11946.75
BANKNIFTY22MAR1824200CE_2018-03-21.csv,8,1,7,-1092.75,54912.75
BANKNIFTY22MAR1824200PE_2018-03-21.csv,9,2,7,-205.5,16867.5
BANKNIFTY22MAR1824300CE_2018-03-21.csv,7,3,4,-147.75,31995.75
BANKNIFTY22MAR1824300PE_2018-03-21.csv,7,2,5,-27.0,21791.25
BANKNIFTY22MAR1824400CE_2018-03-21.csv,8,1,7,-559.5,27136.5
BANKNIFTY22MAR1824400PE_2018-03-21.csv,9,4,5,486.0,41084.25
BANKNIFTY22MAR1824500CE_2018-03-21.csv,8,1,7,-483.0,16920.0
BANKNIFTY22MAR1824500PE_2018-03-21.csv,10,5,5,1136.25,56900.25
BANKNIFTY22MAR1824600CE_2018-03-21.csv,9,2,7,-269.25,11150.25
BANKNIFTY22MAR1824600PE_2018-03-21.csv,13,6,7,1089.0,107017.5
BANKNIFTY22MAR1824700CE_2018-03-21.csv,8,4,4,71.25,5526.75
BANKNIFTY22MAR1824700PE_2018-03-21.csv,11,5,6,1323.75,119462.25
BANKNIFTY22MAR1824000CE_2018-03-22.csv,12,2,10,-1392.0,80173.5
BANKNIFTY22MAR1824100CE_2018-03-22.csv,7,1,6,-572.25,34767.75
BANKNIFTY22MAR1824100PE_2018-03-22.csv,13,5,8,-208.5,3723.75
BANKNIFTY22MAR1824200CE_2018-03-22.csv,11,3,8,-372.75,14620.5
BANKNIFTY22MAR1824200PE_2018-03-22.csv,7,1,6,-313.5,8980.5
BANKNIFTY22MAR1824300CE_2018-03-22.csv,9,4,5,-177.0,8478.75
BANKNIFTY22MAR1824300PE_2018-03-22.csv,12,4,8,-435.75,34310.25
BANKNIFTY22MAR1824400CE_2018-03-22.csv,17,7,10,-66.75,4759.5
BANKNIFTY22MAR1824400PE_2018-03-22.csv,10,3,7,-585.0,48520.5
BANKNIFTY22MAR1824500PE_2018-03-22.csv,6,2,4,-84.75,50243.25
BANKNIFTY22MAR1824600PE_2018-03-22.csv,13,6,7,476.25,136662.75
BANKNIFTY28MAR1822900PE_2018-03-23.csv,16,9,7,211.5,13738.5
BANKNIFTY28MAR1823000PE_2018-03-23.csv,13,7,6,156.0,14308.5
BANKNIFTY28MAR1823100PE_2018-03-23.csv,14,5,9,-168.0,19546.5
BANKNIFTY28MAR1823200PE_2018-03-23.csv,13,6,7,206.25,22914.75
BANKNIFTY28MAR1823300PE_2018-03-23.csv,10,4,6,21.75,23046.75
BANKNIFTY28MAR1823400PE_2018-03-23.csv,12,7,5,600.75,37289.25
BANKNIFTY28MAR1823500CE_2018-03-23.csv,8,3,5,11.25,81128.25
BANKNIFTY28MAR1823500PE_2018-03-23.csv,11,6,5,569.25,41564.25
BANKNIFTY28MAR1823600CE_2018-03-23.csv,11,3,8,-903.75,91770.75
BANKNIFTY28MAR1823600PE_2018-03-23.csv,9,4,5,390.75,43464.75
BANKNIFTY28MAR1823700CE_2018-03-23.csv,9,2,7,-996.0,57258.0
BANKNIFTY28MAR1823700PE_2018-03-23.csv,9,3,6,-338.25,53657.25
BANKNIFTY28MAR1823800CE_2018-03-23.csv,10,2,8,-543.0,45015.0
BANKNIFTY28MAR1823800PE_2018-03-23.csv,10,3,7,-553.5,73654.5
BANKNIFTY28MAR1823900CE_2018-03-23.csv,11,2,9,-562.5,35530.5
BANKNIFTY28MAR1823900PE_2018-03-23.csv,8,3,5,-20.25,74916.75
BANKNIFTY28MAR1824000CE_2018-03-23.csv,13,3,10,-279.0,30864.0
BANKNIFTY28MAR1824100CE_2018-03-23.csv,10,2,8,-300.0,17538.0
BANKNIFTY28MAR1824100PE_2018-03-23.csv,7,3,4,143.25,98201.25
BANKNIFTY28MAR1824200CE_2018-03-23.csv,12,1,11,-423.0,15507.0
BANKNIFTY28MAR1824300CE_2018-03-23.csv,15,6,9,20.25,12414.75
BANKNIFTY28MAR1824400CE_2018-03-23.csv,12,2,10,-137.25,7118.25
BANKNIFTY28MAR1823000PE_2018-03-26.csv,11,2,9,-50.25,2873.25
BANKNIFTY28MAR1823100PE_2018-03-26.csv,15,4,11,-63.75,5091.75
BANKNIFTY28MAR1823200PE_2018-03-26.csv,13,3,10,-72.75,6596.25
BANKNIFTY28MAR1823300PE_2018-03-26.csv,15,2,13,-231.75,10856.25
BANKNIFTY28MAR1823400PE_2018-03-26.csv,14,2,12,-803.25,15806.25
BANKNIFTY28MAR1823500CE_2018-03-26.csv,8,7,1,4808.25,124809.75
BANKNIFTY28MAR1823500PE_2018-03-26.csv,11,1,10,-296.25,13923.75
BANKNIFTY28MAR1823600CE_2018-03-26.csv,9,6,3,3082.5,94087.5
BANKNIFTY28MAR1823600PE_2018-03-26.csv,13,3,10,-446.25,23072.25
BANKNIFTY28MAR1823700CE_2018-03-26.csv,8,7,1,3029.25,75572.25
BANKNIFTY28MAR1823700PE_2018-03-26.csv,9,1,8,-390.75,20750.25
BANKNIFTY28MAR1823800CE_2018-03-26.csv,10,8,2,3005.25,81194.25
BANKNIFTY28MAR1823800PE_2018-03-26.csv,8,1,7,-649.5,29176.5
BANKNIFTY28MAR1823900CE_2018-03-26.csv,8,7,1,1949.25,52283.25
BANKNIFTY28MAR1823900PE_2018-03-26.csv,12,2,10,-797.25,53954.25
BANKNIFTY28MAR1824000CE_2018-03-26.csv,6,5,1,682.5,26251.5
BANKNIFTY28MAR1824000PE_2018-03-26.csv,10,0,10,-1977.0,56116.5
BANKNIFTY28MAR1824100CE_2018-03-26.csv,6,4,2,264.0,16699.5
BANKNIFTY28MAR1824200CE_2018-03-26.csv,7,5,2,304.5,10560.0
BANKNIFTY28MAR1824000PE_2018-03-27.csv,12,6,6,78.0,7588.5
BANKNIFTY28MAR1824100CE_2018-03-27.csv,15,4,11,-2106.0,149778.0
BANKNIFTY28MAR1824100PE_2018-03-27.csv,8,5,3,147.0,8383.5
BANKNIFTY28MAR1824200CE_2018-03-27.csv,15,4,11,-1260.0,116006.25
BANKNIFTY28MAR1824200PE_2018-03-27.csv,12,7,5,300.75,16125.75
BANKNIFTY28MAR1824300CE_2018-03-27.csv,11,3,8,-909.0,62672.25
BANKNIFTY28MAR1824300PE_2018-03-27.csv,13,9,4,786.0,29860.5
BANKNIFTY28MAR1824400CE_2018-03-27.csv,13,3,10,-1173.75,52833.75
BANKNIFTY28MAR1824400PE_2018-03-27.csv,9,4,5,45.75,31856.25
BANKNIFTY28MAR1824500CE_2018-03-27.csv,15,6,9,-299.25,38339.25
BANKNIFTY28MAR1824500PE_2018-03-27.csv,12,6,6,720.0,66447.0
BANKNIFTY28MAR1824600CE_2018-03-27.csv,14,5,9,-269.25,22710.75
BANKNIFTY28MAR1824600PE_2018-03-27.csv,16,6,10,243.0,116997.75
BANKNIFTY28MAR1824700CE_2018-03-27.csv,17,8,9,112.5,16228.5
BANKNIFTY28MAR1824800CE_2018-03-27.csv,19,7,12,-192.75,9992.25
BANKNIFTY28MAR1824000CE_2018-03-28.csv,13,4,9,-684.0,113262.0
BANKNIFTY28MAR1824100CE_2018-03-28.csv,12,5,7,228.75,69787.5
BANKNIFTY28MAR1824100PE_2018-03-28.csv,17,8,9,-39.0,5025.75
BANKNIFTY28MAR1824200CE_2018-03-28.csv,10,4,6,-99.75,30548.25
BANKNIFTY28MAR1824200PE_2018-03-28.csv,13,3,10,-210.0,10637.25
BANKNIFTY28MAR1824300CE_2018-03-28.csv,14,5,9,-246.0,11457.75
BANKNIFTY28MAR1824300PE_2018-03-28.csv,12,4,8,-219.75,24849.75
BANKNIFTY28MAR1824400CE_2018-03-28.csv,7,2,5,-146.25,3933.0
BANKNIFTY28MAR1824400PE_2018-03-28.csv,9,2,7,-679.5,34719.0
BANKNIFTY28MAR1824500CE_2018-03-28.csv,16,8,8,-18.75,2442.0
BANKNIFTY28MAR1824500PE_2018-03-28.csv,13,5,8,-718.5,80923.5
BANKNIFTY28MAR1824600PE_2018-03-28.csv,12,4,8,-1219.5,114101.25
BANKNIFTY05APR1823400PE_2018-04-02.csv,13,4,9,-36.75,7800.75
BANKNIFTY05APR1823500PE_2018-04-02.csv,13,3,10,-67.5,10759.5
BANKNIFTY05APR1823600PE_2018-04-02.csv,11,2,9,-168.0,13254.0
BANKNIFTY05APR1823700PE_2018-04-02.csv,10,4,6,28.5,14562.0
BANKNIFTY05APR1823800PE_2018-04-02.csv,9,2,7,-250.5,17784.0
BANKNIFTY05APR1823900PE_2018-04-02.csv,10,3,7,-186.75,27156.75
BANKNIFTY05APR1824000CE_2018-04-02.csv,8,4,4,931.5,89591.25
BANKNIFTY05APR1824000PE_2018-04-02.csv,11,3,8,-401.25,37329.75
BANKNIFTY05APR1824100CE_2018-04-02.csv,8,3,5,-375.0,72908.25
BANKNIFTY05APR1824100PE_2018-04-02.csv,10,2,8,-877.5,45339.75
BANKNIFTY05APR1824200CE_2018-04-02.csv,9,3,6,-456.0,63566.25
BANKNIFTY05APR1824200PE_2018-04-02.csv,9,3,6,-141.75,53433.75
BANKNIFTY05APR1824300CE_2018-04-02.csv,7,1,6,-995.25,39842.25
BANKNIFTY05APR1824300PE_2018-04-02.csv,11,5,6,595.5,76818.0
BANKNIFTY05APR1824400CE_2018-04-02.csv,8,3,5,-181.5,34009.5
BANKNIFTY05APR1824400PE_2018-04-02.csv,11,3,8,-931.5,92452.5
BANKNIFTY05APR1824500CE_2018-04-02.csv,9,2,7,-446.25,26868.75
BANKNIFTY05APR1824600CE_2018-04-02.csv,9,3,6,-117.75,17025.75
BANKNIFTY05APR1824700CE_2018-04-02.csv,10,4,6,23.25,14544.75
BANKNIFTY05APR1824800CE_2018-04-02.csv,15,5,10,-75.75,13500.75
BANKNIFTY05APR1824900CE_2018-04-02.csv,15,5,10,-50.25,8575.5
BANKNIFTY05APR1823700PE_2018-04-03.csv,19,5,14,-57.75,7833.75
BANKNIFTY05APR1823800PE_2018-04-03.csv,12,2,10,-153.0,7186.5
BANKNIFTY05APR1823900PE_2018-04-03.csv,12,3,9,-78.75,10062.75
BANKNIFTY05APR1824000PE_2018-04-03.csv,10,2,8,-189.75,13766.25
BANKNIFTY05APR1824100PE_2018-04-03.csv,10,1,9,-454.5,17923.5
BANKNIFTY05APR1824200CE_2018-04-03.csv,10,5,5,1138.5,93786.0
BANKNIFTY05APR1824200PE_2018-04-03.csv,6,2,4,-83.25,15722.25
BANKNIFTY05APR1824300CE_2018-04-03.csv,7,4,3,981.75,52358.25
BANKNIFTY05APR1824300PE_2018-04-03.csv,11,3,8,-389.25,39189.75
BANKNIFTY05APR1824400CE_2018-04-03.csv,7,3,4,276.0,41522.25
BANKNIFTY05APR1824400PE_2018-04-03.csv,12,4,8,-474.0,55731.0
BANKNIFTY05APR1824500CE_2018-04-03.csv,5,1,4,-249.75,18573.75
BANKNIFTY05APR1824500PE_2018-04-03.csv,13,4,9,-464.25,77223.75
BANKNIFTY05APR1824600CE_2018-04-03.csv,5,0,5,-348.75,14239.5
BANKNIFTY05APR1824600PE_2018-04-03.csv,12,3,9,-946.5,90102.0
BANKNIFTY05APR1824700CE_2018-04-03.csv,6,2,4,7.5,11472.0
BANKNIFTY05APR1824800CE_2018-04-03.csv,10,4,6,71.25,10533.75
BANKNIFTY05APR1824200PE_2018-04-04.csv,10,5,5,9.0,22659.0
BANKNIFTY05APR1824300CE_2018-04-04.csv,10,2,8,-1064.25,69366.75
BANKNIFTY05APR1824300PE_2018-04-04.csv,10,7,3,837.0,22296.0
BANKNIFTY05APR1824400CE_2018-04-04.csv,10,1,9,-1468.5,36387.0
BANKNIFTY05APR1824400PE_2018-04-04.csv,10,6,4,537.0,45826.5
BANKNIFTY05APR1824500CE_2018-04-04.csv,11,3,8,-741.0,32101.5
BANKNIFTY05APR1824500PE_2018-04-04.csv,9,4,5,-156.0,54564.0
BANKNIFTY05APR1824600CE_2018-04-04.csv,10,4,6,-348.75,17319.0
BANKNIFTY05APR1824600PE_2018-04-04.csv,7,4,3,702.75,53871.75
BANKNIFTY05APR1824700CE_2018-04-04.csv,12,3,9,-323.25,11351.25
BANKNIFTY05APR1824700PE_2018-04-04.csv,12,7,5,2407.5,117667.5
BANKNIFTY05APR1824800CE_2018-04-04.csv,18,4,14,-183.75,9578.25
BANKNIFTY05APR1824800PE_2018-04-04.csv,12,8,4,4103.25,137286.75
BANKNIFTY05APR1824900CE_2018-04-04.csv,18,4,14,-84.0,4707.0
BANKNIFTY05APR1824100CE_2018-04-05.csv,9,4,5,820.5,105849.0
BANKNIFTY05APR1824100PE_2018-04-05.csv,25,11,14,-27.0,1698.75
BANKNIFTY05APR1824200CE_2018-04-05.csv,9,3,6,-330.75,69275.25
BANKNIFTY05APR1824200PE_2018-04-05.csv,19,11,8,23.25,2241.0
BANKNIFTY05APR1824300CE_2018-04-05.csv,10,5,5,917.25,66602.25
BANKNIFTY05APR1824300PE_2018-04-05.csv,19,12,7,51.75,5697.0
BANKNIFTY05APR1824400CE_2018-04-05.csv,11,6,5,344.25,34029.75
BANKNIFTY05APR1824400PE_2018-04-05.csv,21,12,9,84.75,13429.5
BANKNIFTY05APR1824500CE_2018-04-05.csv,11,4,7,-85.5,17584.5
BANKNIFTY05APR1824500PE_2018-04-05.csv,13,7,6,-366.75,16105.5
BANKNIFTY05APR1824600CE_2018-04-05.csv,13,7,6,98.25,7841.25
BANKNIFTY05APR1824600PE_2018-04-05.csv,11,6,5,431.25,35749.5
BANKNIFTY05APR1824700PE_2018-04-05.csv,12,4,8,-1280.25,64152.0
BANKNIFTY12APR1823800PE_2018-04-06.csv,13,3,10,-156.75,9410.25
BANKNIFTY12APR1823900PE_2018-04-06.csv,16,5,11,-93.75,15035.25
BANKNIFTY12APR1824000PE_2018-04-06.csv,10,3,7,-69.0,11713.5
BANKNIFTY12APR1824100PE_2018-04-06.csv,14,2,12,-482.25,19940.25
BANKNIFTY12APR1824200PE_2018-04-06.csv,10,1,9,-438.0,17017.5
BANKNIFTY12APR1824300PE_2018-04-06.csv,11,3,8,-251.25,24936.75
BANKNIFTY12APR1824400PE_2018-04-06.csv,10,2,8,-467.25,28179.75
BANKNIFTY12APR1824500CE_2018-04-06.csv,9,4,5,608.25,103824.75
BANKNIFTY12APR1824500PE_2018-04-06.csv,10,2,8,-645.75,35238.75
BANKNIFTY12APR1824600CE_2018-04-06.csv,10,4,6,243.0,96279.0
BANKNIFTY12APR1824600PE_2018-04-06.csv,10,3,7,-406.5,42870.0
BANKNIFTY12APR1824700CE_2018-04-06.csv,12,4,8,-214.5,87828.75
BANKNIFTY12APR1824700PE_2018-04-06.csv,12,3,9,-777.0,64692.0
BANKNIFTY12APR1824800CE_2018-04-06.csv,11,5,6,364.5,64695.75
BANKNIFTY12APR1824800PE_2018-04-06.csv,11,3,8,-764.25,74858.25
BANKNIFTY12APR1824900CE_2018-04-06.csv,10,5,5,227.25,43838.25
BANKNIFTY12APR1824900PE_2018-04-06.csv,13,3,10,-1679.25,107142.75
BANKNIFTY12APR1825000CE_2018-04-06.csv,11,5,6,29.25,35242.5
BANKNIFTY12APR1825000PE_2018-04-06.csv,12,3,9,-1294.5,121701.0
BANKNIFTY12APR1825100CE_2018-04-06.csv,12,4,8,-201.0,27180.0
BANKNIFTY12APR1825200CE_2018-04-06.csv,13,7,6,183.75,19521.75
BANKNIFTY12APR1825300CE_2018-04-06.csv,13,8,5,285.75,13238.25
BANKNIFTY12APR1824100PE_2018-04-09.csv,10,2,8,-78.75,5937.75
BANKNIFTY12APR1824200PE_2018-04-09.csv,11,4,7,-6.75,7869.0
BANKNIFTY12APR1824300PE_2018-04-09.csv,12,3,9,-99.0,10919.25
BANKNIFTY12APR1824400PE_2018-04-09.csv,10,4,6,-0.75,11240.25
BANKNIFTY12APR1824500PE_2018-04-09.csv,11,1,10,-357.0,15066.0
BANKNIFTY12APR1824600PE_2018-04-09.csv,9,2,7,-181.5,16166.25
BANKNIFTY12APR1824700CE_2018-04-09.csv,7,4,3,1368.75,84936.75
BANKNIFTY12APR1824700PE_2018-04-09.csv,10,2,8,-373.5,21294.0
BANKNIFTY12APR1824800CE_2018-04-09.csv,7,5,2,1902.75,74098.5
BANKNIFTY12APR1824800PE_2018-04-09.csv,10,2,8,-493.5,29326.5
BANKNIFTY12APR1824900CE_2018-04-09.csv,8,4,4,540.75,65619.75
BANKNIFTY12APR1824900PE_2018-04-09.csv,7,1,6,-436.5,28079.25
BANKNIFTY12APR1825000CE_2018-04-09.csv,8,6,2,1152.75,50307.0
BANKNIFTY12APR1825000PE_2018-04-09.csv,9,2,7,-558.0,42556.5
BANKNIFTY12APR1825100CE_2018-04-09.csv,8,6,2,1102.5,37601.25
BANKNIFTY12APR1825100PE_2018-04-09.csv,10,2,8,-1101.75,60969.75
BANKNIFTY12APR1825200CE_2018-04-09.csv,6,3,3,147.75,20136.75
BANKNIFTY12APR1825200PE_2018-04-09.csv,14,3,11,-1619.25,111719.25
BANKNIFTY12APR1825300CE_2018-04-09.csv,8,4,4,96.75,18264.75
BANKNIFTY12APR1825400CE_2018-04-09.csv,10,5,5,118.5,15885.0
BANKNIFTY12APR1825500CE_2018-04-09.csv,10,5,5,102.75,11214.0
BANKNIFTY12APR1824500PE_2018-04-10.csv,13,3,10,-105.75,7311.75
BANKNIFTY12APR1824600PE_2018-04-10.csv,10,1,9,-165.0,7243.5
BANKNIFTY12APR1824700PE_2018-04-10.csv,11,2,9,-141.75,10781.25
BANKNIFTY12APR1824800PE_2018-04-10.csv,9,1,8,-272.25,12287.25
BANKNIFTY12APR1824900CE_2018-04-10.csv,9,4,5,717.75,88827.75
BANKNIFTY12APR1824900PE_2018-04-10.csv,10,2,8,-283.5,19096.5
BANKNIFTY12APR1825000CE_2018-04-10.csv,6,3,3,441.75,46682.25
BANKNIFTY12APR1825000PE_2018-04-10.csv,8,0,8,-620.25,21080.25
BANKNIFTY12APR1825100CE_2018-04-10.csv,9,3,6,-301.5,50667.75
BANKNIFTY12APR1825100PE_2018-04-10.csv,8,2,6,-409.5,31021.5
BANKNIFTY12APR1825200CE_2018-04-10.csv,10,4,6,28.5,40300.5
BANKNIFTY12APR1825200PE_2018-04-10.csv,8,2,6,-446.25,41556.75
BANKNIFTY12APR1825300CE_2018-04-10.csv,7,3,4,160.5,19712.25
BANKNIFTY12APR1825300PE_2018-04-10.csv,9,2,7,-703.5,61573.5
BANKNIFTY12APR1825400CE_2018-04-10.csv,11,4,7,1.5,20044.5
BANKNIFTY12APR1825400PE_2018-04-10.csv,12,2,10,-1842.0,103030.5
BANKNIFTY12APR1825500CE_2018-04-10.csv,10,3,7,-103.5,11588.25
BANKNIFTY12APR1824600PE_2018-04-11.csv,12,4,8,-4.5,6401.25
BANKNIFTY12APR1824700PE_2018-04-11.csv,8,1,7,-253.5,6553.5
BANKNIFTY12APR1824800CE_2018-04-11.csv,15,6,9,444.0,118746.0
BANKNIFTY12APR1824800PE_2018-04-11.csv,11,4,7,-30.0,14272.5
BANKNIFTY12APR1824900CE_2018-04-11.csv,13,6,7,618.0,74187.0
BANKNIFTY12APR1824900PE_2018-04-11.csv,9,4,5,-1.5,17550.0
BANKNIFTY12APR1825000CE_2018-04-11.csv,7,4,3,322.5,24768.0
BANKNIFTY12APR1825000PE_2018-04-11.csv,10,4,6,-30.75,30350.25
BANKNIFTY12APR1825100CE_2018-04-11.csv,5,2,3,-99.75,12845.25
BANKNIFTY12APR1825100PE_2018-04-11.csv,8,2,6,-593.25,35921.25
BANKNIFTY12APR1825200CE_2018-04-11.csv,9,2,7,-351.75,13970.25
BANKNIFTY12APR1825200PE_2018-04-11.csv,10,3,7,-244.5,68861.25
BANKNIFTY12APR1825300CE_2018-04-11.csv,12,3,9,-195.0,9913.5
BANKNIFTY12APR1825300PE_2018-04-11.csv,11,3,8,-882.0,97182.0
BANKNIFTY12APR1825400CE_2018-04-11.csv,9,3,6,-103.5,4366.5
BANKNIFTY12APR1824700CE_2018-04-12.csv,12,8,4,4088.25,137976.75
BANKNIFTY12APR1824800CE_2018-04-12.csv,14,10,4,3924.75,126327.75
BANKNIFTY12APR1824900CE_2018-04-12.csv,10,6,4,1499.25,66756.75
BANKNIFTY12APR1824900PE_2018-04-12.csv,27,13,14,-46.5,6005.25
BANKNIFTY12APR1825000CE_2018-04-12.csv,12,8,4,1675.5,47367.0
BANKNIFTY12APR1825000PE_2018-04-12.csv,21,9,12,-141.75,9829.5
BANKNIFTY12APR1825100CE_2018-04-12.csv,23,15,8,1132.5,34485.0
BANKNIFTY12APR1825100PE_2018-04-12.csv,18,5,13,-1000.5,24740.25
BANKNIFTY12APR1825200CE_2018-04-12.csv,23,14,9,136.5,7835.25
BANKNIFTY12APR1825200PE_2018-04-12.csv,13,5,8,-261.0,44842.5
BANKNIFTY12APR1825300PE_2018-04-12.csv,17,2,15,-2784.0,102976.5
BANKNIFTY19APR1824500PE_2018-04-13.csv,14,4,10,-102.0,9756.0
BANKNIFTY19APR1824600PE_2018-04-13.csv,13,4,9,-39.75,11840.25
BANKNIFTY19APR1824700PE_2018-04-13.csv,11,4,7,-15.75,14021.25
BANKNIFTY19APR1824800PE_2018-04-13.csv,10,3,7,-104.25,17289.75
BANKNIFTY19APR1824900PE_2018-04-13.csv,12,2,10,-618.0,28563.0
BANKNIFTY19APR1825000CE_2018-04-13.csv,5,2,3,-277.5,47694.0
BANKNIFTY19APR1825000PE_2018-04-13.csv,10,2,8,-480.0,29343.0
BANKNIFTY19APR1825100CE_2018-04-13.csv,9,2,7,-981.75,68840.25
BANKNIFTY19APR1825100PE_2018-04-13.csv,13,4,9,-474.75,51951.75
