File Name,Number of trades,Number of positive trades,Number of negative trades,Total profit,Total turnover
BANKNIFTY19JUL1826800CE_2018-07-19.csv,10,4,6,-582.0,26522.25
BANKNIFTY19JUL1826800PE_2018-07-19.csv,18,8,10,309.75,10134.75
BANKNIFTY19JUL1826900CE_2018-07-19.csv,12,7,5,67.5,10869.75
BANKNIFTY19JUL1826900PE_2018-07-19.csv,10,4,6,-57.0,16632.75
BANKNIFTY19JUL1827000CE_2018-07-19.csv,15,10,5,126.0,5129.25
BANKNIFTY19JUL1827000PE_2018-07-19.csv,16,6,10,297.0,57107.25
BANKNIFTY19JUL1827100PE_2018-07-19.csv,13,8,5,1703.25,82095.0
BANKNIFTY19JUL1827200PE_2018-07-19.csv,14,4,10,-889.5,123417.0
BANKNIFTY26JUL1826000PE_2018-07-20.csv,13,7,6,129.75,9674.25
BANKNIFTY26JUL1826100PE_2018-07-20.csv,9,3,6,19.5,7954.5
BANKNIFTY26JUL1826200PE_2018-07-20.csv,9,3,6,-12.75,9012.75
BANKNIFTY26JUL1826300PE_2018-07-20.csv,13,3,10,-196.5,16656.0
BANKNIFTY26JUL1826400PE_2018-07-20.csv,10,3,7,-170.25,15811.5
BANKNIFTY26JUL1826500PE_2018-07-20.csv,9,2,7,-244.5,18243.0
BANKNIFTY26JUL1826600PE_2018-07-20.csv,10,4,6,130.5,26746.5
BANKNIFTY26JUL1826700CE_2018-07-20.csv,8,4,4,432.0,80034.0
BANKNIFTY26JUL1826700PE_2018-07-20.csv,6,2,4,96.0,20221.5
BANKNIFTY26JUL1826800CE_2018-07-20.csv,8,3,5,-472.5,63615.0
BANKNIFTY26JUL1826800PE_2018-07-20.csv,7,2,5,-244.5,30468.0
BANKNIFTY26JUL1826900CE_2018-07-20.csv,6,3,3,145.5,37432.5
BANKNIFTY26JUL1826900PE_2018-07-20.csv,10,4,6,275.25,58370.25
BANKNIFTY26JUL1827000CE_2018-07-20.csv,8,3,5,-381.0,36408.0
BANKNIFTY26JUL1827000PE_2018-07-20.csv,8,1,7,-1206.75,59124.75
BANKNIFTY26JUL1827100CE_2018-07-20.csv,10,5,5,20.25,32997.0
BANKNIFTY26JUL1827100PE_2018-07-20.csv,1,0,1,-450.75,13151.25
BANKNIFTY26JUL1827200CE_2018-07-20.csv,8,4,4,34.5,17851.5
BANKNIFTY26JUL1827300CE_2018-07-20.csv,9,4,5,-21.75,14538.75
BANKNIFTY26JUL1827400CE_2018-07-20.csv,12,5,7,-51.0,14495.25
BANKNIFTY26JUL1827500CE_2018-07-20.csv,11,5,6,-32.25,9652.5
BANKNIFTY26JUL1826200PE_2018-07-23.csv,8,3,5,-20.25,3312.75
BANKNIFTY26JUL1826300PE_2018-07-23.csv,14,3,11,-141.75,7652.25
BANKNIFTY26JUL1826400PE_2018-07-23.csv,7,1,6,-207.0,5305.5
BANKNIFTY26JUL1826500PE_2018-07-23.csv,7,1,6,-207.0,7230.0
BANKNIFTY26JUL1826600PE_2018-07-23.csv,8,1,7,-408.75,12066.75
BANKNIFTY26JUL1826700CE_2018-07-23.csv,6,3,3,536.25,65493.0
BANKNIFTY26JUL1826700PE_2018-07-23.csv,9,3,6,-108.0,18904.5
BANKNIFTY26JUL1826800CE_2018-07-23.csv,3,1,2,-5.25,25447.5
BANKNIFTY26JUL1826800PE_2018-07-23.csv,7,2,5,-447.75,19346.25
BANKNIFTY26JUL1826900CE_2018-07-23.csv,4,2,2,215.25,25620.75
BANKNIFTY26JUL1826900PE_2018-07-23.csv,5,1,4,-586.5,21504.0
BANKNIFTY26JUL1827000CE_2018-07-23.csv,6,3,3,174.0,26694.0
BANKNIFTY26JUL1827000PE_2018-07-23.csv,5,0,5,-1061.25,23436.75
BANKNIFTY26JUL1827100CE_2018-07-23.csv,6,1,5,-350.25,17193.75
BANKNIFTY26JUL1827100PE_2018-07-23.csv,7,1,6,-879.75,47451.75
BANKNIFTY26JUL1827200CE_2018-07-23.csv,7,3,4,36.75,15054.75
BANKNIFTY26JUL1827300CE_2018-07-23.csv,8,2,6,-139.5,11766.0
BANKNIFTY26JUL1827400CE_2018-07-23.csv,7,2,5,-59.25,6612.75
BANKNIFTY26JUL1826600PE_2018-07-24.csv,12,4,8,-6.75,7476.75
BANKNIFTY26JUL1826700CE_2018-07-24.csv,9,3,6,-1544.25,100508.25
BANKNIFTY26JUL1826700PE_2018-07-24.csv,11,5,6,42.0,9517.5
BANKNIFTY26JUL1826800CE_2018-07-24.csv,7,2,5,-1324.5,68033.25
BANKNIFTY26JUL1826800PE_2018-07-24.csv,7,3,4,-21.75,8765.25
BANKNIFTY26JUL1826900CE_2018-07-24.csv,7,3,4,-635.25,55147.5
BANKNIFTY26JUL1826900PE_2018-07-24.csv,7,2,5,-234.0,13522.5
BANKNIFTY26JUL1827000CE_2018-07-24.csv,6,1,5,-1269.75,30854.25
BANKNIFTY26JUL1827000PE_2018-07-24.csv,9,4,5,70.5,25941.0
BANKNIFTY26JUL1827100CE_2018-07-24.csv,5,1,4,-1182.75,17229.75
BANKNIFTY26JUL1827100PE_2018-07-24.csv,9,4,5,459.75,39266.25
BANKNIFTY26JUL1827200CE_2018-07-24.csv,4,0,4,-460.5,11016.0
BANKNIFTY26JUL1827200PE_2018-07-24.csv,9,3,6,8.25,58317.75
BANKNIFTY26JUL1827300CE_2018-07-24.csv,6,1,5,-164.25,9636.75
BANKNIFTY26JUL1827300PE_2018-07-24.csv,14,5,9,1131.0,122032.5
BANKNIFTY26JUL1827400CE_2018-07-24.csv,7,1,6,-387.0,6171.0
BANKNIFTY26JUL1827500CE_2018-07-24.csv,12,5,7,-144.75,7871.25
BANKNIFTY26JUL1826700PE_2018-07-25.csv,11,5,6,1.5,5797.5
BANKNIFTY26JUL1826800CE_2018-07-25.csv,10,4,6,267.75,82265.25
BANKNIFTY26JUL1826800PE_2018-07-25.csv,11,6,5,87.0,9812.25
BANKNIFTY26JUL1826900CE_2018-07-25.csv,10,3,7,-565.5,61048.5
BANKNIFTY26JUL1826900PE_2018-07-25.csv,9,5,4,156.75,13220.25
BANKNIFTY26JUL1827000CE_2018-07-25.csv,11,5,6,508.5,45139.5
BANKNIFTY26JUL1827000PE_2018-07-25.csv,6,2,4,-247.5,14103.0
BANKNIFTY26JUL1827100CE_2018-07-25.csv,9,3,6,-231.75,22535.25
BANKNIFTY26JUL1827100PE_2018-07-25.csv,9,5,4,366.0,31816.5
BANKNIFTY26JUL1827200CE_2018-07-25.csv,6,2,4,0.0,9025.5
BANKNIFTY26JUL1827200PE_2018-07-25.csv,10,6,4,1036.5,57860.25
BANKNIFTY26JUL1827300CE_2018-07-25.csv,7,2,5,-57.75,5513.25
BANKNIFTY26JUL1827300PE_2018-07-25.csv,12,7,5,1632.0,95725.5
BANKNIFTY26JUL1826800CE_2018-07-26.csv,6,4,2,2350.5,94353.0
BANKNIFTY26JUL1826900CE_2018-07-26.csv,9,4,5,578.25,102872.25
BANKNIFTY26JUL1827000CE_2018-07-26.csv,6,2,4,-137.25,59220.75
BANKNIFTY26JUL1827000PE_2018-07-26.csv,27,10,17,-33.0,2289.75
BANKNIFTY26JUL1827100CE_2018-07-26.csv,6,3,3,387.75,33129.75
BANKNIFTY26JUL1827100PE_2018-07-26.csv,15,6,9,-130.5,3567.75
BANKNIFTY26JUL1827200CE_2018-07-26.csv,6,1,5,-637.5,17463.0
BANKNIFTY26JUL1827200PE_2018-07-26.csv,8,3,5,-61.5,1775.25
BANKNIFTY26JUL1827300CE_2018-07-26.csv,11,1,10,-524.25,12747.75
BANKNIFTY26JUL1827300PE_2018-07-26.csv,7,2,5,-435.75,9609.0
BANKNIFTY26JUL1827400PE_2018-07-26.csv,8,1,7,-910.5,34349.25
BANKNIFTY26JUL1827500PE_2018-07-26.csv,13,1,12,-3201.75,90683.25
BANKNIFTY02AUG1826800PE_2018-07-27.csv,9,2,7,-105.0,4683.0
BANKNIFTY02AUG1826900PE_2018-07-27.csv,9,1,8,-178.5,5837.25
BANKNIFTY02AUG1827000PE_2018-07-27.csv,5,0,5,-225.0,4699.5
BANKNIFTY02AUG1827100PE_2018-07-27.csv,5,0,5,-271.5,6620.25
BANKNIFTY02AUG1827200PE_2018-07-27.csv,4,1,3,-210.75,7898.25
BANKNIFTY02AUG1827300CE_2018-07-27.csv,4,2,2,416.25,44100.0
BANKNIFTY02AUG1827300PE_2018-07-27.csv,7,0,7,-825.0,20323.5
BANKNIFTY02AUG1827400CE_2018-07-27.csv,3,2,1,279.75,27476.25
BANKNIFTY02AUG1827400PE_2018-07-27.csv,6,1,5,-573.75,22130.25
BANKNIFTY02AUG1827500CE_2018-07-27.csv,4,2,2,54.75,27694.5
BANKNIFTY02AUG1827500PE_2018-07-27.csv,4,1,3,-309.75,18716.25
BANKNIFTY02AUG1827600CE_2018-07-27.csv,3,2,1,303.75,13830.75
BANKNIFTY02AUG1827600PE_2018-07-27.csv,6,1,5,-715.5,40637.25
BANKNIFTY02AUG1827700CE_2018-07-27.csv,2,1,1,-26.25,8828.25
BANKNIFTY02AUG1827700PE_2018-07-27.csv,8,1,7,-1220.25,62780.25
BANKNIFTY02AUG1827800CE_2018-07-27.csv,5,3,2,50.25,12498.75
BANKNIFTY02AUG1827900CE_2018-07-27.csv,4,3,1,108.0,6487.5
BANKNIFTY02AUG1828000CE_2018-07-27.csv,7,3,4,50.25,8213.25
BANKNIFTY02AUG1828100CE_2018-07-27.csv,13,5,8,-22.5,9583.5
BANKNIFTY02AUG1827100PE_2018-07-30.csv,7,1,6,-102.0,4434.75
BANKNIFTY02AUG1827200PE_2018-07-30.csv,7,1,6,-112.5,6492.0
BANKNIFTY02AUG1827300PE_2018-07-30.csv,7,1,6,-162.0,9913.5
BANKNIFTY02AUG1827400CE_2018-07-30.csv,7,4,3,1496.25,80617.5
BANKNIFTY02AUG1827400PE_2018-07-30.csv,7,1,6,-253.5,12339.0
BANKNIFTY02AUG1827500CE_2018-07-30.csv,7,4,3,1251.75,63729.75
BANKNIFTY02AUG1827500PE_2018-07-30.csv,7,1,6,-345.75,18436.5
BANKNIFTY02AUG1827600CE_2018-07-30.csv,6,3,3,551.25,41510.25
BANKNIFTY02AUG1827600PE_2018-07-30.csv,7,0,7,-775.5,22522.5
BANKNIFTY02AUG1827700CE_2018-07-30.csv,8,4,4,402.0,41626.5
BANKNIFTY02AUG1827700PE_2018-07-30.csv,10,2,8,-582.0,46948.5
BANKNIFTY02AUG1827800CE_2018-07-30.csv,6,2,4,-4.5,19978.5
BANKNIFTY02AUG1827800PE_2018-07-30.csv,8,2,6,-608.25,48636.75
BANKNIFTY02AUG1827900CE_2018-07-30.csv,8,4,4,174.0,18420.0
BANKNIFTY02AUG1827900PE_2018-07-30.csv,11,2,9,-1470.0,86340.0
BANKNIFTY02AUG1828000CE_2018-07-30.csv,6,2,4,-45.75,9152.25
BANKNIFTY02AUG1828000PE_2018-07-30.csv,11,2,9,-1626.0,110280.75
BANKNIFTY02AUG1828100CE_2018-07-30.csv,12,4,8,-67.5,10297.5
BANKNIFTY02AUG1827300PE_2018-07-31.csv,10,4,6,30.75,7563.75
BANKNIFTY02AUG1827400PE_2018-07-31.csv,10,4,6,29.25,10965.75
BANKNIFTY02AUG1827500CE_2018-07-31.csv,4,1,3,-438.0,39044.25
BANKNIFTY02AUG1827500PE_2018-07-31.csv,6,2,4,-84.0,10235.25
BANKNIFTY02AUG1827600CE_2018-07-31.csv,8,3,5,20.25,55140.75
BANKNIFTY02AUG1827600PE_2018-07-31.csv,4,2,2,69.75,9426.75
BANKNIFTY02AUG1827700CE_2018-07-31.csv,7,4,3,538.5,35406.0
BANKNIFTY02AUG1827700PE_2018-07-31.csv,6,4,2,566.25,22326.75
BANKNIFTY02AUG1827800CE_2018-07-31.csv,6,2,4,-114.0,20493.0
BANKNIFTY02AUG1827800PE_2018-07-31.csv,7,2,5,-196.5,35286.0
BANKNIFTY02AUG1827900CE_2018-07-31.csv,9,3,6,-96.0,19699.5
BANKNIFTY02AUG1827900PE_2018-07-31.csv,7,2,5,-509.25,47890.5
BANKNIFTY02AUG1828000CE_2018-07-31.csv,8,3,5,4.5,10282.5
BANKNIFTY02AUG1828000PE_2018-07-31.csv,10,4,6,91.5,89164.5
BANKNIFTY02AUG1828100CE_2018-07-31.csv,9,3,6,-36.75,6887.25
BANKNIFTY02AUG1827400PE_2018-08-01.csv,7,2,5,-156.0,5172.0
BANKNIFTY02AUG1827500CE_2018-08-01.csv,10,2,8,-1473.75,70688.25
BANKNIFTY02AUG1827500PE_2018-08-01.csv,6,2,4,-128.25,8693.25
BANKNIFTY02AUG1827600CE_2018-08-01.csv,6,0,6,-1173.75,31148.25
BANKNIFTY02AUG1827600PE_2018-08-01.csv,9,3,6,-223.5,20136.0
BANKNIFTY02AUG1827700CE_2018-08-01.csv,7,2,5,-555.0,23343.0
BANKNIFTY02AUG1827700PE_2018-08-01.csv,6,2,4,-313.5,20056.5
BANKNIFTY02AUG1827800CE_2018-08-01.csv,8,2,6,-625.5,18394.5
BANKNIFTY02AUG1827800PE_2018-08-01.csv,7,3,4,-67.5,35527.5
BANKNIFTY02AUG1827900CE_2018-08-01.csv,7,1,6,-339.75,8504.25
BANKNIFTY02AUG1827900PE_2018-08-01.csv,11,5,6,588.0,79032.0
BANKNIFTY02AUG1828000CE_2018-08-01.csv,11,1,10,-314.25,8034.75
BANKNIFTY02AUG1828000PE_2018-08-01.csv,6,3,3,798.75,55026.75
BANKNIFTY02AUG1827200CE_2018-08-02.csv,13,6,7,642.75,72701.25
BANKNIFTY02AUG1827300CE_2018-08-02.csv,13,5,8,-102.75,40716.75
BANKNIFTY02AUG1827300PE_2018-08-02.csv,16,6,10,-165.0,4991.25
BANKNIFTY02AUG1827400CE_2018-08-02.csv,14,6,8,195.0,14922.75
BANKNIFTY02AUG1827400PE_2018-08-02.csv,8,5,3,207.75,11351.25
BANKNIFTY02AUG1827500CE_2018-08-02.csv,17,8,9,108.75,6628.5
BANKNIFTY02AUG1827500PE_2018-08-02.csv,7,4,3,161.25,21996.75
BANKNIFTY02AUG1827600CE_2018-08-02.csv,27,14,13,15.0,1842.75
BANKNIFTY02AUG1827600PE_2018-08-02.csv,8,4,4,427.5,50079.0
BANKNIFTY02AUG1827700PE_2018-08-02.csv,8,4,4,814.5,72603.0
BANKNIFTY02AUG1827800PE_2018-08-02.csv,6,3,3,930.75,74580.0
BANKNIFTY09AUG1827000PE_2018-08-03.csv,11,0,11,-160.5,5215.5
BANKNIFTY09AUG1827100PE_2018-08-03.csv,6,0,6,-143.25,4589.25
BANKNIFTY09AUG1827200PE_2018-08-03.csv,8,1,7,138.75,8894.25
BANKNIFTY09AUG1827300CE_2018-08-03.csv,5,5,0,3161.25,58581.75
BANKNIFTY09AUG1827300PE_2018-08-03.csv,9,0,9,-387.75,11528.25
BANKNIFTY09AUG1827400CE_2018-08-03.csv,3,3,0,1345.5,32644.5
BANKNIFTY09AUG1827400PE_2018-08-03.csv,8,0,8,-512.25,16408.5
BANKNIFTY09AUG1827500CE_2018-08-03.csv,4,3,1,1288.5,30955.5
BANKNIFTY09AUG1827500PE_2018-08-03.csv,10,0,10,-918.75,27729.75
BANKNIFTY09AUG1827600CE_2018-08-03.csv,4,4,0,1344.0,26749.5
BANKNIFTY09AUG1827600PE_2018-08-03.csv,8,0,8,-999.0,29713.5
BANKNIFTY09AUG1827700CE_2018-08-03.csv,3,3,0,656.25,12092.25
BANKNIFTY09AUG1827700PE_2018-08-03.csv,10,0,10,-1838.25,56084.25
BANKNIFTY09AUG1827800CE_2018-08-03.csv,3,3,0,456.75,8699.25
BANKNIFTY09AUG1827800PE_2018-08-03.csv,9,0,9,-2178.0,66294.0
BANKNIFTY09AUG1827900CE_2018-08-03.csv,5,4,1,306.0,8712.0
BANKNIFTY09AUG1828000CE_2018-08-03.csv,4,3,1,160.5,4525.5
BANKNIFTY09AUG1827400PE_2018-08-06.csv,7,3,4,42.75,4111.5
BANKNIFTY09AUG1827500PE_2018-08-06.csv,7,4,3,127.5,5508.0
BANKNIFTY09AUG1827600CE_2018-08-06.csv,4,2,2,377.25,49553.25
BANKNIFTY09AUG1827600PE_2018-08-06.csv,7,2,5,-26.25,7865.25
BANKNIFTY09AUG1827700CE_2018-08-06.csv,8,4,4,444.75,74412.0
BANKNIFTY09AUG1827700PE_2018-08-06.csv,7,4,3,234.75,10958.25
BANKNIFTY09AUG1827800CE_2018-08-06.csv,7,2,5,-578.25,47909.25
BANKNIFTY09AUG1827800PE_2018-08-06.csv,7,4,3,388.5,17307.0
BANKNIFTY09AUG1827900CE_2018-08-06.csv,10,3,7,-539.25,48248.25
BANKNIFTY09AUG1827900PE_2018-08-06.csv,10,4,6,261.0,33967.5
BANKNIFTY09AUG1828000CE_2018-08-06.csv,10,4,6,-149.25,32619.0
BANKNIFTY09AUG1828000PE_2018-08-06.csv,10,4,6,238.5,50211.0
BANKNIFTY09AUG1828100CE_2018-08-06.csv,10,4,6,20.25,20409.75
BANKNIFTY09AUG1828100PE_2018-08-06.csv,12,3,9,-691.5,79435.5
BANKNIFTY09AUG1828200CE_2018-08-06.csv,10,3,7,-219.75,13193.25
BANKNIFTY09AUG1828200PE_2018-08-06.csv,10,3,7,-274.5,91693.5
BANKNIFTY09AUG1827500PE_2018-08-07.csv,11,3,8,-90.0,8130.0
BANKNIFTY09AUG1827600CE_2018-08-07.csv,5,2,3,68.25,54189.0
BANKNIFTY09AUG1827600PE_2018-08-07.csv,8,1,7,-150.0,9063.0
BANKNIFTY09AUG1827700CE_2018-08-07.csv,7,2,5,-258.0,55752.0
BANKNIFTY09AUG1827700PE_2018-08-07.csv,7,2,5,-93.75,12668.25
BANKNIFTY09AUG1827800CE_2018-08-07.csv,6,2,4,-84.0,32076.0
BANKNIFTY09AUG1827800PE_2018-08-07.csv,6,1,5,-289.5,16108.5
BANKNIFTY09AUG1827900CE_2018-08-07.csv,8,3,5,-76.5,28645.5
BANKNIFTY09AUG1827900PE_2018-08-07.csv,7,2,5,-141.75,26111.25
BANKNIFTY09AUG1828000CE_2018-08-07.csv,10,5,5,266.25,22605.75
BANKNIFTY09AUG1828000PE_2018-08-07.csv,7,2,5,-132.0,35727.0
BANKNIFTY09AUG1828100CE_2018-08-07.csv,8,2,6,-136.5,10842.75
BANKNIFTY09AUG1828100PE_2018-08-07.csv,8,2,6,-631.5,58916.25
BANKNIFTY09AUG1828200CE_2018-08-07.csv,9,3,6,-18.0,6617.25
BANKNIFTY09AUG1828200PE_2018-08-07.csv,5,0,5,-1541.25,50738.25
BANKNIFTY09AUG1828300CE_2018-08-07.csv,13,5,8,6.0,4391.25
BANKNIFTY09AUG1827600CE_2018-08-08.csv,7,4,3,1209.75,89670.0
BANKNIFTY09AUG1827700CE_2018-08-08.csv,7,3,4,40.5,63058.5
BANKNIFTY09AUG1827700PE_2018-08-08.csv,9,3,6,15.75,4400.25
BANKNIFTY09AUG1827800CE_2018-08-08.csv,6,2,4,-244.5,43000.5
BANKNIFTY09AUG1827800PE_2018-08-08.csv,8,2,6,16.5,5985.0
BANKNIFTY09AUG1827900CE_2018-08-08.csv,6,2,4,-103.5,31081.5
BANKNIFTY09AUG1827900PE_2018-08-08.csv,12,5,7,119.25,14738.25
BANKNIFTY09AUG1828000CE_2018-08-08.csv,6,2,4,-63.0,18537.0
BANKNIFTY09AUG1828000PE_2018-08-08.csv,8,4,4,386.25,15800.25
BANKNIFTY09AUG1828100CE_2018-08-08.csv,9,4,5,-20.25,15863.25
BANKNIFTY09AUG1828100PE_2018-08-08.csv,10,3,7,-177.75,37149.75
BANKNIFTY09AUG1828200CE_2018-08-08.csv,9,4,5,21.0,8361.0
BANKNIFTY09AUG1828200PE_2018-08-08.csv,11,4,7,-147.0,58318.5
BANKNIFTY09AUG1828300PE_2018-08-08.csv,12,3,9,-1620.0,101319.75
BANKNIFTY09AUG1827900CE_2018-08-09.csv,8,6,2,2731.5,81277.5
BANKNIFTY09AUG1828000CE_2018-08-09.csv,11,6,5,861.75,80609.25
BANKNIFTY09AUG1828100CE_2018-08-09.csv,8,4,4,207.75,35009.25
BANKNIFTY09AUG1828100PE_2018-08-09.csv,31,10,21,-107.25,3940.5
BANKNIFTY09AUG1828200CE_2018-08-09.csv,11,7,4,678.0,22798.5
BANKNIFTY09AUG1828200PE_2018-08-09.csv,21,10,11,-277.5,8961.75
BANKNIFTY09AUG1828300CE_2018-08-09.csv,10,3,7,-103.5,5805.0
BANKNIFTY09AUG1828300PE_2018-08-09.csv,13,5,8,-135.0,18528.75
BANKNIFTY09AUG1828400PE_2018-08-09.csv,13,6,7,198.75,51323.25
BANKNIFTY09AUG1828500PE_2018-08-09.csv,12,3,9,-1180.5,80607.0
BANKNIFTY16AUG1827700PE_2018-08-10.csv,8,5,3,90.0,6942.0
BANKNIFTY16AUG1827800PE_2018-08-10.csv,6,4,2,163.5,7566.0
BANKNIFTY16AUG1827900PE_2018-08-10.csv,7,5,2,315.75,12240.75
BANKNIFTY16AUG1828000CE_2018-08-10.csv,7,1,6,-1293.0,67257.0
BANKNIFTY16AUG1828000PE_2018-08-10.csv,6,4,2,351.75,13520.25
BANKNIFTY16AUG1828100CE_2018-08-10.csv,8,1,7,-1229.25,58676.25
BANKNIFTY16AUG1828100PE_2018-08-10.csv,7,5,2,588.0,23376.0
BANKNIFTY16AUG1828200CE_2018-08-10.csv,10,1,9,-1407.75,52573.5
BANKNIFTY16AUG1828200PE_2018-08-10.csv,6,4,2,706.5,25579.5
BANKNIFTY16AUG1828300CE_2018-08-10.csv,8,0,8,-994.5,31425.75
BANKNIFTY16AUG1828300PE_2018-08-10.csv,5,2,3,332.25,28593.75
BANKNIFTY16AUG1828400CE_2018-08-10.csv,10,2,8,-426.75,24836.25
BANKNIFTY16AUG1828400PE_2018-08-10.csv,8,5,3,1639.5,59392.5
BANKNIFTY16AUG1828500CE_2018-08-10.csv,7,0,7,-471.75,12431.25
BANKNIFTY16AUG1828500PE_2018-08-10.csv,8,5,3,1610.25,82599.75
BANKNIFTY16AUG1828600CE_2018-08-10.csv,8,2,6,-72.0,8925.0
BANKNIFTY16AUG1828700CE_2018-08-10.csv,11,1,10,-224.25,7913.25
BANKNIFTY16AUG1828800CE_2018-08-10.csv,14,4,10,-66.75,6338.25
BANKNIFTY16AUG1827300PE_2018-08-13.csv,10,2,8,-114.0,5535.0
BANKNIFTY16AUG1827400PE_2018-08-13.csv,7,1,6,-159.0,5500.5
BANKNIFTY16AUG1827500PE_2018-08-13.csv,7,1,6,-174.0,7594.5
BANKNIFTY16AUG1827600CE_2018-08-13.csv,9,4,5,448.5,88146.0
BANKNIFTY16AUG1827600PE_2018-08-13.csv,7,0,7,-402.0,10770.0
BANKNIFTY16AUG1827700CE_2018-08-13.csv,9,4,5,-67.5,67858.5
BANKNIFTY16AUG1827700PE_2018-08-13.csv,6,1,5,-347.25,13275.75
BANKNIFTY16AUG1827800CE_2018-08-13.csv,9,4,5,30.75,48575.25
BANKNIFTY16AUG1827800PE_2018-08-13.csv,7,3,4,8.25,22302.75
BANKNIFTY16AUG1827900CE_2018-08-13.csv,9,5,4,633.75,33626.25
BANKNIFTY16AUG1827900PE_2018-08-13.csv,5,2,3,-18.75,24069.0
BANKNIFTY16AUG1828000CE_2018-08-13.csv,13,5,8,-68.25,33658.5
BANKNIFTY16AUG1828000PE_2018-08-13.csv,7,2,5,-141.0,41455.5
BANKNIFTY16AUG1828100CE_2018-08-13.csv,11,6,5,150.0,17542.5
BANKNIFTY16AUG1828100PE_2018-08-13.csv,7,0,7,-1792.5,57381.0
BANKNIFTY16AUG1828200CE_2018-08-13.csv,16,8,8,101.25,15825.75
BANKNIFTY16AUG1828200PE_2018-08-13.csv,10,3,7,-768.75,107384.25
BANKNIFTY16AUG1828300CE_2018-08-13.csv,7,3,4,28.5,4284.0
BANKNIFTY16AUG1827500PE_2018-08-14.csv,10,6,4,39.0,2217.75
BANKNIFTY16AUG1827600PE_2018-08-14.csv,14,5,9,-44.25,4910.25
BANKNIFTY16AUG1827700CE_2018-08-14.csv,7,4,3,1086.75,70014.75
BANKNIFTY16AUG1827700PE_2018-08-14.csv,10,4,6,21.75,5769.75
BANKNIFTY16AUG1827800CE_2018-08-14.csv,8,4,4,756.75,59778.75
BANKNIFTY16AUG1827800PE_2018-08-14.csv,6,2,4,-110.25,6162.0
BANKNIFTY16AUG1827900CE_2018-08-14.csv,9,4,5,319.5,46807.5
BANKNIFTY16AUG1827900PE_2018-08-14.csv,10,4,6,36.75,15320.25
BANKNIFTY16AUG1828000CE_2018-08-14.csv,10,3,7,-177.75,33753.75
BANKNIFTY16AUG1828000PE_2018-08-14.csv,13,4,9,-315.0,35118.0
BANKNIFTY16AUG1828100CE_2018-08-14.csv,10,4,6,65.25,19416.75
BANKNIFTY16AUG1828100PE_2018-08-14.csv,11,4,7,-186.0,45288.0
BANKNIFTY16AUG1828200CE_2018-08-14.csv,13,5,8,42.0,13486.5
BANKNIFTY16AUG1828200PE_2018-08-14.csv,12,4,8,-660.75,74225.25
BANKNIFTY16AUG1828300PE_2018-08-14.csv,9,2,7,-1363.5,75799.5
BANKNIFTY16AUG1827700CE_2018-08-16.csv,15,6,9,177.75,92166.75
BANKNIFTY16AUG1827800CE_2018-08-16.csv,14,5,9,-519.0,47079.0
BANKNIFTY16AUG1827800PE_2018-08-16.csv,18,7,11,-67.5,3429.75
BANKNIFTY16AUG1827900CE_2018-08-16.csv,15,6,9,-105.75,16306.5
BANKNIFTY16AUG1827900PE_2018-08-16.csv,10,5,5,-150.75,11979.75
BANKNIFTY16AUG1828000CE_2018-08-16.csv,22,11,11,39.0,6221.25
BANKNIFTY16AUG1828000PE_2018-08-16.csv,11,5,6,246.75,33558.75
BANKNIFTY16AUG1828100PE_2018-08-16.csv,11,7,4,1046.25,57141.75
BANKNIFTY16AUG1828200PE_2018-08-16.csv,13,6,7,638.25,102257.25
BANKNIFTY23AUG1827500PE_2018-08-17.csv,7,2,5,-66.75,4423.5
BANKNIFTY23AUG1827600PE_2018-08-17.csv,10,4,6,3.75,8204.25
BANKNIFTY23AUG1827700PE_2018-08-17.csv,8,1,7,-210.75,10095.75
BANKNIFTY23AUG1827800CE_2018-08-17.csv,8,4,4,1089.0,92556.0
BANKNIFTY23AUG1827800PE_2018-08-17.csv,6,1,5,-187.5,10363.5
BANKNIFTY23AUG1827900CE_2018-08-17.csv,4,3,1,1129.5,38121.0
BANKNIFTY23AUG1827900PE_2018-08-17.csv,7,2,5,-111.75,17261.25
BANKNIFTY23AUG1828000CE_2018-08-17.csv,5,3,2,669.0,32556.0
BANKNIFTY23AUG1828000PE_2018-08-17.csv,4,3,1,475.5,13953.0
BANKNIFTY23AUG1828100CE_2018-08-17.csv,5,2,3,-42.0,26833.5
BANKNIFTY23AUG1828100PE_2018-08-17.csv,6,1,5,-429.75,29431.5
BANKNIFTY23AUG1828200CE_2018-08-17.csv,5,2,3,83.25,16800.75
BANKNIFTY23AUG1828200PE_2018-08-17.csv,6,2,4,-90.0,40359.0
BANKNIFTY23AUG1828300CE_2018-08-17.csv,5,2,3,5.25,11160.75
BANKNIFTY23AUG1828300PE_2018-08-17.csv,7,1,6,-1525.5,59292.0
BANKNIFTY23AUG1828400CE_2018-08-17.csv,8,5,3,315.75,11735.25
BANKNIFTY23AUG1828500CE_2018-08-17.csv,10,6,4,173.25,9879.75
BANKNIFTY23AUG1827800PE_2018-08-20.csv,6,2,4,14.25,2912.25
BANKNIFTY23AUG1827900PE_2018-08-20.csv,5,3,2,133.5,3433.5
BANKNIFTY23AUG1828000CE_2018-08-20.csv,2,0,2,-747.0,25731.0
BANKNIFTY23AUG1828000PE_2018-08-20.csv,4,2,2,111.75,4173.75
